test	test	1
This is simply wonderful!! I too followed the directions exactly and found myself gobbling it up which I usually don't do with meals I've cooked. My husband also went for seconds. My store didn't have the creme fraiche so I had to make my own. Super easy recipes online! I'm also a huge fan of BLT's so that might have something to do with my love for this dish. Will make again	this is simply wonderful !! i too followed the directions exactly and found myself gobbling it up which i usually do n't do with meals i 've cooked . my husband also went for seconds . my store did n't have the creme fraiche so i had to make my own . super easy recipes online ! i 'm also a huge fan of blt 's so that might have something to do with my love for this dish . will make again	1
I made this with sour cream the first time and we really loved it. I added sun-dried tomatoes for a little more flavor. I wanted to try it with the creme fraiche so I made it again. We preferred the tang the sour cream added for sure so I'll be making it again and again but with the sour cream. I omitted the lemon as we didn't care for it in this dish.	i made this with sour cream the first time and we really loved it . i added sun-dried tomatoes for a little more flavor . i wanted to try it with the creme fraiche so i made it again . we preferred the t ang the sour cream added for sure so i 'll be making it again and again but with the sour cream . i omitted the lemon as we did n't care for it in this dish .	1
That was so nice so easy to make.	that was so nice so easy to make .	1
This was just ok. Arugula is not my favorite and I should have known the kids wouldn't like it but wanted to follow the recipe exactly the first time. The arugula overwhelmed the dish in my opinion and it didn't resemble a BLT at all because of that. I think perhaps with spinach or kale this would be better.	this was just ok . arugula is not my favorite and i should have known the kids would n't like it but wanted to follow the recipe exactly the first time . the arugula overwhelmed the dish in my opinion an d it did n't resemble a blt at all because of that . i think perhaps with spinach or kale this would be better .	1
Very good combination of flavors. I used (1) 1lb. box of mini penne pasta 1 lb of bacon. I doubled the rest of the ingredients other than the cream fraise which I used the entire jar I had just made. This recipe is a keeper.	very good combination of flavors . i used -lrb- 1 -rrb- 1 lb . box of mini penne pasta 1 lb of bacon . i doubled the rest of the ingredients other than the cream fraise which i used the entire jar i had just made . this recipe is a keeper .	1
I love this recipe and his other recipes as well.	i love this recipe and his other recipes as well .	1
This recipe was delicious. There is something missing from the recipe in step #5 it says to add the lime juice but nowhere in the ingredients is lime juice listed other then the limes for garnishment. I used 2 tablespoons because I found another thai recipe similiar to this one and that's what it called for. Other then that I followed this recipe to a T and it was wonderful. Although next time I would like a little more heat and will use serrano peppers instead of jalapenos. Also this is a light soup recipe and if your looking to make it more hearty try using basmati rice or glass noodle with it. They are both great. Thanks for sharing will be using this often.	this recipe was delicious . there is something missing from the recipe in step # 5 it says to add the lime juice but nowhere in the ingredients is lime juice listed other then the limes for garnishment . i used 2 tablespoons because i found another thai recipe similiar to this one and that 's what it called for . other then that i followed this recipe to a t and it was wonderful . although next time i w ould like a little more heat and will use serrano peppers instead of jalapenos . also this is a light soup recipe and if your looking to make it more hearty try using basmati rice or glass noodle with it . they are both great . thanks for sharing will be using this often .	1
Seriously delicious and very filling. Two minor changes: (i) 1 1/2 lbs. of skinless boneless chicken thighs & 1 lb. chicken tenderloins rather than all thighs and (ii) 4 tsp. red curry paste rather than 2 tsp. Chef John s video for making this soup is worth watching and apparently reflects the original way he made it versus this version seemingly altered by AR slightly. Great recipe great soup... grand slam homer Chef John.	seriously delicious and very filling . two minor changes : -lrb- i -rrb- 1 1/2 lbs . of skinless boneless chicken thighs & 1 lb . chicken tenderloins rather than all thighs and -lrb- ii -rrb- 4 tsp . red curry paste rather th an 2 tsp . chef john s video for making this soup is worth watching and apparently reflects the original way he made it versus this version seemingly altered by ar slightly . great recipe great soup ... grand slam homer chef john .	1
Really good! I poached this chicken in the broth but did everything else as written.	really good ! i poached this chicken in the broth but did everything else as written .	1
Make it easy on yourself and use Gourmet Garden. 1/2 tube minced ginger 1/2 tube minced lemon grass 4 tsp minced garlic you will still need to strain it. I went to 3 stores before finding the red curry paste and it really didn't add much spice. I would substitute ground red pepper and use a lot of it as the coconut milk neutralizes spice. I used 3 chicken breasts and added 2 fresh tomatoes sliced at the end of the cooking. The fresh limes and fresh cilantro are an absolute must. Oh yeah the fish sauce is disgusting so just use a little salt. Serve with jasmine rice or rice noodles. This soup is every bit as good as what I have had in restaurants in Hawaii Key West and Miami. The first time I tried it I reported to my mom that I just had the most awakening soup that tasted of chicken lime and milk. Bizarre but it totally works.	make it easy on yourself and use gourmet garden . 1/2 tube minced ginger 1/2 tube minced lemon grass 4 tsp minced garlic you will still need to strain it . i went to 3 stores before finding the red curr y paste and it really did n't add much spice . i would substitute ground red pepper and use a lot of it as the coconut milk neutralizes spice . i used 3 chicken breasts and added 2 fresh tomatoes sliced at the end of the cooking . the fresh limes and fresh cilantro are an absolute must . oh yeah the fish sauce is disgusting so just use a little salt . serve with jasmine rice or rice noodles . this soup i s every bit as good as what i have had in restaurants in hawaii key west and miami . the first time i tried it i reported to my mom that i just had the most awakening soup that tasted of chicken lime a nd milk . bizarre but it totally works .	1
Just tried written directions left out a couple steps so watch the video (when to add prepared stock and how much lime juice (you squeeze two limes and stock goes in just before coconut milk)). I loved it and I only like mild spice. I agree with another reviewer the Thai Kitchen red curry paste is good but I actually had to add more and I only used 1 can of coconut milk! But this was very good with brown rice. Next time I will try the light coconut milk.	just tried written directions left out a couple steps so watch the video -lrb- when to add prepared stock and how much lime juice -lrb- you squeeze two limes and stock goes in just before coconut milk -rrb- -rrb- . i love d it and i only like mild spice . i agree with another reviewer the thai kitchen red curry paste is good but i actually had to add more and i only used 1 can of coconut milk ! but this was very good wit h brown rice . next time i will try the light coconut milk .	1
This is very close to the Authentic Tom Yum soup we made in a cooking class in Thailand. Fabulous! We added 4x the amount of red curry paste and it wasn't very hot but very flavorful. Love this recipe! A great alternative to boring chicken noodle soup!	this is very close to the authentic tom yum soup we made in a cooking class in thailand . fabulous ! we added 4 x the amount of red curry paste and it was n't very hot but very flavorful . love this recipe ! a great alternative to boring chicken noodle soup !	1
Great simple recipe! I had a package with both broccoli and cauliflower combined so I added both to this recipe and it was delicious. I also added a bit of sweet to the vinegarette to balance the flavor a bit (agave syrup). I wanted to also comment on Chef John's video presentation. He has a wonderful down-to-earth way about him and I picked up a lot of good tips about broccoli preparation in general from this video. Thanks for the recipe Chef John!	great simple recipe ! i had a package with both broccoli and cauliflower combined so i added both to this recipe and it was delicious . i also added a bit of sweet to the vinegarette to balance the flav or a bit -lrb- agave syrup -rrb- . i wanted to also comment on chef john 's video presentation . he has a wonderful down-to-earth way about him and i picked up a lot of good tips about broccoli preparation in gene ral from this video . thanks for the recipe chef john !	1
This was fantastic! Cut the olive oil in half because I thought it might be too oily. It was great like that. It's a definite keeper for us. 3 of us ate it all up it was so delicious with a little bit left for hubby's lunch tomorrow. Follow Chef John's video. I just have to add to my review: we have made this several times since my last rating and I LOVE this stuff!! I follow the video exactly for cutting it and putting it in cold water to stop the cooking. I do cut the oil though because it would be way too oily if we did not. When I make it now I have to make extra we love it so much. I have never been a fan of broccoli in the past and do not really care for it raw. But I have become a fan of broccoli because of this recipe. It is simple to make and the red pepper flakes give it a nice appearance and pizzazz if making it for company.	this was fantastic ! cut the olive oil in half because i thought it might be too oily . it was great like that . it 's a definite keeper for us . 3 of us ate it all up it was so delicious with a little bit left for hubby 's lunch tomorrow . follow chef john 's video . i just have to add to my review : we have made this several times since my last rating and i love this stuff !! i follow the video exactly for cutting it and putting it in cold water to stop the cooking . i do cut the oil though because it would be way too oily if we did not . when i make it now i have to make extra we love it so much . i have never been a fan of broccoli in the past and do not really care for it raw . but i have become a fan of broccoli because of this recipe . it is simple to make and the red pepper flakes give it a nice a ppearance and pizzazz if making it for company .	1
I would have given this five stars but it had too much olive oil for my taste. Next time I will cut the olive oil in half. Other than that the flavor was really good.	i would have given this five stars but it had too much olive oil for my taste . next time i will cut the olive oil in half . other than that the flavor was really good .	1
So simple yet so good! This really perks up regular 'ol broccoli and delivers a nice amout of sweet and heat. I did cut back on the olive oil a bit but other than that didn't change a thing. This is excellent warm or cold and would be great over green beans or brussel sprouts as well. I liked the dressing so much I added a little sugar and it was perfect over a mixed green salad. Thanks Chef John!	so simple yet so good ! this really perks up regular ` ol broccoli and delivers a nice amout of sweet and heat . i did cut back on the olive oil a bit but other than that did n't change a thing . this is e xcellent warm or cold and would be great over green beans or brussel sprouts as well . i liked the dressing so much i added a little sugar and it was perfect over a mixed green salad . thanks chef john !	1
Nice easy and tasty. I only used a couple tablespoons of olive oil and let it sit in the fridge for an hour. Served with grilled salmon kabobs and the orzo with basil and parmesan from this site.	nice easy and tasty . i only used a couple tablespoons of olive oil and let it sit in the fridge for an hour . served with grilled salmon kabobs and the orzo with basil and parmesan from this site .	1
Who knew something so simple could be so good? This has such a fresh clean taste. The dressing is a bit more acidic than I like but that's just me. I added about 1/2 tsp honey to balance it out. We'll have this often! I bet this would be great with asparagus too. Tomorrow night!	who knew something so simple could be so good ? this has such a fresh clean taste . the dressing is a bit more acidic than i like but that 's just me . i added about 1/2 tsp honey to balance it out . we 'll have this often ! i bet this would be great with asparagus too . tomorrow night !	1
Nice healthy flavorful version for eating our most consumed veggie! We love it!	nice healthy flavorful version for eating our most consumed veggie ! we love it !	1
Great recipe...The only thing that I did different was steam the brocolli.	great recipe ... the only thing that i did different was steam the brocolli .	1
This salad sounded good when reading the ingredient list but I did not like it. Wished I would have.	this salad sounded good when reading the ingredient list but i did not like it . wished i would have .	1
Excellent!! Why or why do people write that the recipe was wonderful than give it three or four stars because they don't have the type of cheese called for in recipe. If the recipe is pleasing please don't give it less stars just because you don't have all the ingredients.	excellent !! why or why do people write that the recipe was wonderful than give it three or four stars because they do n't have the type of cheese called for in recipe . if the recipe is pleasing please do n't give it less stars just because you do n't have all the ingredients .	1
Just made it for my family of five last night. I just started cooking but my father ( a very good trained chef in my opinion) said it was restaurant quality. I TRIPLED the recipe and there was not one bit of leftovers. However I used sharp cheddar rather than Gruyere (a Vermonters spin on it) and instead of doing individual sandwiches I hollowed out a big loaf of artisan bread and stuffed it with the cheese sauce. We cut it into sections and had it with a side of steamed broccoli in a sharp cheddar cheese sauce. Absolutely amazing. I will definitely make this dish a regular one. It's affordable it's quick and it's delicious.	just made it for my family of five last night . i just started cooking but my father -lrb- a very good trained chef in my opinion -rrb- said it was restaurant quality . i tripled the recipe and there was not one bit of leftovers . however i used sharp cheddar rather than gruyere -lrb- a vermonters spin on it -rrb- and instead of doing individual sandwiches i hollowed out a big loaf of artisan bread and stuffed it with the cheese sauce . we cut it into sections and had it with a side of steamed broccoli in a sharp cheddar cheese sauce . absolutely amazing . i will definitely make this dish a regular one . it 's affordabl e it 's quick and it 's delicious .	1
I made this just as directed by Chef John and everyone loved them. They made the perfect lunch for us as we greeted out-of-town visitors. I did think that they were just a tad on the bland side a fact that could be that I used some Honeybaked ham rather than the smoked ham called for. I am surprised that Chef didn't add a little cayenne to this since that is present in so many of his recipes!:) I would definitely recommend this sandwich!	i made this just as directed by chef john and everyone loved them . they made the perfect lunch for us as we greeted out-of-town visitors . i did think that they were just a tad on the bland side a fact that could be that i used some honeybaked ham rather than the smoked ham called for . i am surprised that chef did n't add a little cayenne to this since that is present in so many of his recipes ! :-rrb- i would definitely recommend this sandwich !	1
Really good as is but next time maybe I'll add some hot sauce to bring it to a sharper taste.	really good as is but next time maybe i 'll add some hot sauce to bring it to a sharper taste .	1
I followed the recipe to as written...delicious!!! Couldn't find Gruyere cheese at my small town grocery store so just used Swiss.	i followed the recipe to as written ... delicious !!! could n't find gruyere cheese at my small town grocery store so just used swiss .	1
I made this dish last night it was absolutely delicious! My son devoured almost eight inches worth of the entire loaf. Thanks for sharing??	i made this dish last night it was absolutely delicious ! my son devoured almost eight inches worth of the entire loaf . thanks for sharing ??	1
After two trips to local markets I struck out on the proper cheese. I used a blend of shredded cheeses and the recipe was a solid 4 stars. The only thing this recipe in my opinion is not half the work of chicken cordon bleu. Very good anyway	after two trips to local markets i struck out on the proper cheese . i used a blend of shredded cheeses and the recipe was a solid 4 stars . the only thing this recipe in my opinion is not half the work of chicken cordon bleu . very good anyway	1
This recipe was simple and easy to make. I really liked the idea of it. I don't understand the inclusion of the pickles - they didn't add anything as far as I could tell but were just odd when you bit into them. And the texture was oddly creamy which I found to be off putting. Overall not my favorite but wasn't terrible.	this recipe was simple and easy to make . i really liked the idea of it . i do n't understand the inclusion of the pickles - they did n't add anything as far as i could tell but were just odd when you bit into them . and the texture was oddly creamy which i found to be off putting . overall not my favorite but was n't terrible .	1
Unbelievable!!!! I took this to work and actually watched grown men fight over it!!	unbelievable !!!! i took this to work and actually watched grown men fight over it !!	1
This pie is excellent! It is like eating a fresh applie pie!!!	this pie is excellent ! it is like eating a fresh applie pie !!!	1
everyone loved it. I left out the flour and put 1 tablespoon tappioca. Just like apple but with a little different texture.	everyone loved it . i left out the flour and put 1 tablespoon tappioca . just like apple but with a little different texture .	1
For whatever reason this year I had way too many green tomatoes to fry but not enough for a big batch of relish. So time to get creative! In that mindset I tried this pie and I have to say it's good. A little odd but good. One wouldn't think it's apple but it's quite nice. I used tomatoes with a bit of a blush to them and I had to increase the baking time dramatically for the crust to brown. I would also decrease the spices next time-- the cinnamon in particular is a little too much. But it's quite a nice use for those before-the-frost tomatoes! I'll be making this again next year.	for whatever reason this year i had way too many green tomatoes to fry but not enough for a big batch of relish . so time to get creative ! in that mindset i tried this pie and i have to say it 's good . a little odd but good . one would n't think it 's apple but it 's quite nice . i used tomatoes with a bit of a blush to them and i had to increase the baking time dramatically for the crust to brown . i wou ld also decrease the spices next time -- the cinnamon in particular is a little too much . but it 's quite a nice use for those before-the-frost tomatoes ! i 'll be making this again next year .	1
I would not recommend this pie. I am like most and wanted some creative recipe for my green tomatoes and found this recipe. I followed the recipe exactly and added 1 tbsp of cornstarch to prevent watery pie. The taste is extremely odd and is not like apple pie at all. I will put my green tomatoes to use in a relish or some other fashion instead of this pie. I am sad I wasted a good pie crust on it.	i would not recommend this pie . i am like most and wanted some creative recipe for my green tomatoes and found this recipe . i followed the recipe exactly and added 1 tbsp of cornstarch to prevent wate ry pie . the taste is extremely odd and is not like apple pie at all . i will put my green tomatoes to use in a relish or some other fashion instead of this pie . i am sad i wasted a good pie crust on it .	1
Very easy prep fast all around I loved this pie and was a disbeliever of anything sweet with green tomatoes. Bravo!! The sweet/cinnamon tastes like apple pie spices. Oh I would not recommend slicing the peppers into long strips as I did (too many dinners what can I say) - this was the only weird texture issue. Yes it was a bit runny am making it again tonight and will add the cornstarch per the suggestion in one of the reviews.	very easy prep fast all around i loved this pie and was a disbeliever of anything sweet with green tomatoes . bravo !! the sweet/cinnamon tastes like apple pie spices . oh i would not recommend slicing t he peppers into long strips as i did -lrb- too many dinners what can i say -rrb- - this was the only weird texture issue . yes it was a bit runny am making it again tonight and will add the cornstarch per the su ggestion in one of the reviews .	1
Wonderful! I love finding homemade seasoning blends on this site. They're so easy to scale up and keep in an air tight container for future use. Plus it's stuff I already have but would have never thought to combine and so much cheaper than buying stuff with preservatives in it. Thanks!	wonderful ! i love finding homemade seasoning blends on this site . they 're so easy to scale up and keep in an air tight container for future use . plus it 's stuff i already have but would have never tho ught to combine and so much cheaper than buying stuff with preservatives in it . thanks !	1
other than the boullion granules it is an excellent rub to use on chicken to have put on and sealed in a sealer bag for a few hours or overnight before smoking. To eat that evening. Not cured but mmmm mmmmm tasty. thank you. like this rub. and adding the rosemary is a real bonus goes well with pork loin also. minus the granules. the granules are good for the backing or frying. mmmmm chili? mmmm have to try that one. sounds good.	other than the boullion granules it is an excellent rub to use on chicken to have put on and sealed in a sealer bag for a few hours or overnight before smoking . to eat that evening . not cured but mmmm mmmmm tasty . thank you . like this rub . and adding the rosemary is a real bonus goes well with pork loin also . minus the granules . the granules are good for the backing or frying . mmmmm chili ? mmmm ha ve to try that one . sounds good .	1
AWESOME!! I had everything except the Celery Seed but substituted Celery Salt and left out the Sea Salt.	awesome !! i had everything except the celery seed but substituted celery salt and left out the sea salt .	1
This spice rub has a lovely flavour but even with 1/3 the salt is way too salty on baked chicken breast! Cut the salt to 1/4 tsp and it would be perfect!	this spice rub has a lovely flavour but even with 1/3 the salt is way too salty on baked chicken breast ! cut the salt to 1/4 tsp and it would be perfect !	1
I read the reviews and I have to disagree. I know this is Chef John but this was a huge disappointment. I followed this recipe to the letter and what I ended up with tasted like meat and potatoes boiled with cabbage and water. I expected some apple flavor using the apple chicken sausage and cooking it in apple juice. The apple flavor was nonexistent and the sausage was tough (the texture really changed) burst open (not good for presentation) and I did simmer on a low temperature. It was so bland that near the end I added some caraway seeds more salt and pepper and we actually used cider vinegar at the table to add some flavor. If I were to make this again I would use more onion and add fresh apples to the cabbage. Since the sausages picked up no flavor from the apple juice and were totally cooked anyway I'd most likely not simmer them with the cabbage and just add in toward the end to reheat (they looked great after browning). Sorry Chef John this is just my opinion but I did not consider this one of your best efforts. Doubtful I'll make again too many tweaks to make this work for us.	i read the reviews and i have to disagree . i know this is chef john but this was a huge disappointment . i followed this recipe to the letter and what i ended up with tasted like meat and potatoes boil ed with cabbage and water . i expected some apple flavor using the apple chicken sausage and cooking it in apple juice . the apple flavor was nonexistent and the sausage was tough -lrb- the texture really ch anged -rrb- burst open -lrb- not good for presentation -rrb- and i did simmer on a low temperature . it was so bland that near the end i added some caraway seeds more salt and pepper and we actually used cider vinega r at the table to add some flavor . if i were to make this again i would use more onion and add fresh apples to the cabbage . since the sausages picked up no flavor from the apple juice and were totally cooked anyway i 'd most likely not simmer them with the cabbage and just add in toward the end to reheat -lrb- they looked great after browning -rrb- . sorry chef john this is just my opinion but i did not consi der this one of your best efforts . doubtful i 'll make again too many tweaks to make this work for us .	1
I give it 5 stars because I had to modify with purple cabbage & regular potatoes instead of green & yukons. Followed the recipe as exact as I could otherwise. Cut the potatoes into 1/8ths.	i give it 5 stars because i had to modify with purple cabbage & regular potatoes instead of green & yukons . followed the recipe as exact as i could otherwise . cut the potatoes into 1/8 ths .	1
This is so yummy! I used spicy and sweet sausage 8 links total. I also added 3 Granny Smith apples peeled and chopped in big chunks. Excellent.	this is so yummy ! i used spicy and sweet sausage 8 links total . i also added 3 granny smith apples peeled and chopped in big chunks . excellent .	1
This was a wonderful Fall recipe! I used regular potatoes (didn't have the Yukons) peeled and cut and simmered with apple cider. It was easy to cut shreds of cabbage from the head and it tasted great much better than a similar recipe using sauerkraut. After reading other reviews it seems some have misread the recipe using apple cider vinegar instead of apple cider. Yikes no wonder they did not like the strong vinegar taste. There is no vinegar called for in this recipe. I recommend they try it again but with apple cider this time and believe they will really enjoy it!	this was a wonderful fall recipe ! i used regular potatoes -lrb- did n't have the yukons -rrb- peeled and cut and simmered with apple cider . it was easy to cut shreds of cabbage from the head and it tasted great much better than a similar recipe using sauerkraut . after reading other reviews it seems some have misread the recipe using apple cider vinegar instead of apple cider . yikes no wonder they did not lik e the strong vinegar taste . there is no vinegar called for in this recipe . i recommend they try it again but with apple cider this time and believe they will really enjoy it !	1
Yummy. Dont cook the cabage too long. I use fresh apples and chicken broth in place of the apple cider and regular smoked sausage	yummy . dont cook the cabage too long . i use fresh apples and chicken broth in place of the apple cider and regular smoked sausage	1
I'm giving it 5 stars because it's such a good base recipe and so easy to tweak. I had all of the ingredients in the house...almost. Actually used venison sausage which was quite bland so I needed more salt and lots of pepper. Only had 2 cups apple juice which is more than enough and I think vegetable or chicken broth would be just fine. Perhaps throw in a cored peeled and chunked apple or two. And it's better the next day.	i 'm giving it 5 stars because it 's such a good base recipe and so easy to tweak . i had all of the ingredients in the house ... almost . actually used venison sausage which was quite bland so i needed mor e salt and lots of pepper . only had 2 cups apple juice which is more than enough and i think vegetable or chicken broth would be just fine . perhaps throw in a cored peeled and chunked apple or two . an d it 's better the next day .	1
I did make some changes. As I didnt have enough potatoes I added some chopped apples... and when I started I thought I had apple juice in the fridge which turned out to be fruit punch (yuck). Instead of apple juice I used white wine. I think the sausage I used is the BEST tasting sausage(Aidells's). As a result of the changes It was bursting with flavors! It was incredible. Even my toddlers had a few bites. I will absolutely make it again. In fact my husband just purchased some sausage specifically for this recipe.:)	i did make some changes . as i didnt have enough potatoes i added some chopped apples ... and when i started i thought i had apple juice in the fridge which turned out to be fruit punch -lrb- yuck -rrb- . instead of apple juice i used white wine . i think the sausage i used is the best tasting sausage -lrb- aidells 's -rrb- . as a result of the changes it was bursting with flavors ! it was incredible . even my toddlers had a few bites . i will absolutely make it again . in fact my husband just purchased some sausage specifically for this recipe. :-rrb-	1
This recipe is great! I highly recommend it. We don't put it in the blender - just use a potato masher.	this recipe is great ! i highly recommend it . we do n't put it in the blender - just use a potato masher .	1
VERY easy to make comes out GREAT exactly as directed for the second time I made it I used 1/2 cup heavy cream and 1 1/2 cups milk to get a richer taste. I highly recommend adding parmesan cheese to the top of the bowl when serving. GREAT!!!	very easy to make comes out great exactly as directed for the second time i made it i used 1/2 cup heavy cream and 1 1/2 cups milk to get a richer taste . i highly recommend adding parmesan cheese to t he top of the bowl when serving . great !!!	1
Excellent!  I followed the recipe for the most part.  I used 2 stalks chopped celery, 2 cans College Inn Chicken Broth, 1 Cup Milk, 1 Cup Heavy Cream.  I also did not puree the broccoli.  I like a chunky soup.  For the roux I melted the butter and removed from heat.  Then I measured the 3 Tbs. flour in a small bowl and added a little bit at a time of the milk/cream mixture and whisked it till smooth.  Then I added it to the melted butter.  Then added that to the soup.  NO LUMPS!  Served with Grated Cheddar Cheese and Warm French Bread.  So good on a Hurricane Wilma night.	excellent ! i followed the recipe for the most part . i used 2 stalks chopped celery , 2 cans college inn chicken broth , 1 cup milk , 1 cup heavy cream . i also did not puree the broccoli . i like a chu nky soup . for the roux i melted the butter and removed from heat . then i measured the 3 tbs . flour in a small bowl and added a little bit at a time of the milk/cream mixture and whisked it till smoo th . then i added it to the melted butter . then added that to the soup . no lumps ! served with grated cheddar cheese and warm french bread . so good on a hurricane wilma night .	1
This soup is wonderful. I made only minor adjustments to suit my tastes. I left out the celery and added fresh garlic more onion and red pepper flakes. I also added a bit of cream cheese when I was blending the soup. I used half milk and half evaporated milk and added a pinch of nutmeg at the end. This is definitely going into the recipe box. Thanks.	this soup is wonderful . i made only minor adjustments to suit my tastes . i left out the celery and added fresh garlic more onion and red pepper flakes . i also added a bit of cream cheese when i was bl ending the soup . i used half milk and half evaporated milk and added a pinch of nutmeg at the end . this is definitely going into the recipe box . thanks .	1
I avoid making reviewing recipes that i have made changes to because i feel that it isn't really the recipe if i do that however that being said the only change i have ever made to this recipe is i a use a bag of frozen chopped brocoli i put the stems in before i puree and the floret bits in after I like my soup a little chunky.	i avoid making reviewing recipes that i have made changes to because i feel that it is n't really the recipe if i do that however that being said the only change i have ever made to this recipe is i a use a bag of frozen chopped brocoli i put the stems in before i puree and the floret bits in after i like my soup a little chunky .	1
I would give it 5 but I made adjustments. I added a clove of garlic to the onion/celery mix. I also added 1 shredded carrot to the broccoli. I used veg. base instead of chicken to make it vegetarian. Also I added sharp cheddar to the milk rue. Much better than using Velveeta. It was very yummy and even my fussy 2 1/2 yr old ate it up!	i would give it 5 but i made adjustments . i added a clove of garlic to the onion/celery mix . i also added 1 shredded carrot to the broccoli . i used veg . base instead of chicken to make it vegetarian . also i added sharp cheddar to the milk rue . much better than using velveeta . it was very yummy and even my fussy 2 1/2 yr old ate it up !	1
Torn about reviews and what I really thought of this recipe. I really didn't care for this recipe at all. Followed it to a T and it was more of an overly gritty texture of broccoli then a creamy soup. And bland. No umph of flavor. As much salt and pepper as I had to use it still was not very flavorful as other cream of broccoli soups that I've had. So sorry it needs something.	torn about reviews and what i really thought of this recipe . i really did n't care for this recipe at all . followed it to a t and it was more of an overly gritty texture of broccoli then a creamy soup . and bland . no umph of flavor . as much salt and pepper as i had to use it still was not very flavorful as other cream of broccoli soups that i 've had . so sorry it needs something .	1
I made this soup and my husband (who is not a really big soup fan) could not get enough of it.  Only difference I made to the recipe was using 1 cup milk and 1 cup cream (since I had it on hand), rather than 2 cups 2%.  Also, I didn't have the full amount of cheddar, so I threw in maybe 1/3 cup slab of veleeta to make up the difference.  But I almost never have velveeta, and would recommend sticking with the cheddar just out of principle's sake.  I used the stock to make the flour thickener rather than the milk/cream (just a preference).  Then I added the milk and cream at the end with the cheese.  It was definitely a delicious and thick soup, just like Panera's.  Yum! Thanks a bunch, gildawen!	i made this soup and my husband -lrb- who is not a really big soup fan -rrb- could not get enough of it . only difference i made to the recipe was using 1 cup milk and 1 cup cream -lrb- since i had it on hand -rrb- , rath er than 2 cups 2 % . also , i did n't have the full amount of cheddar , so i threw in maybe 1/3 cup slab of veleeta to make up the difference . but i almost never have velveeta , and would recommend sticki ng with the cheddar just out of principle 's sake . i used the stock to make the flour thickener rather than the milk/cream -lrb- just a preference -rrb- . then i added the milk and cream at the end with the che ese . it was definitely a delicious and thick soup , just like panera 's . yum ! thanks a bunch , gildawen !	2
This has the potential to be a really great broccoli cheese soup.  As is, it’s just o.k.   To me it tasted like broccoli with cheese sauce.  It was bland and seemed to be lacking something.   I’m thinking it’s the cooking process.  It seems backwards.  Typically, milk products are added last because simmering can cause curdling, especially if simmered for a long period of time.  It works out o.k. for this recipe because it’s so thick from the cheese that you don’t really notice.   What I found odd was that half of the cooking time is dedicated to just simmering the milk with plain stock, absent of any vegetables or seasonings of any kind.  It’s only in the latter stage when you add the vegetables and those are only cooked just long enough until tender.   Onions, celery, and carrots are essential when it comes to adding flavor to any soup broth and it takes time to develop that flavor.  I would suggest adding those 3 ingredients to the chicken broth at the beginning so they have more cook time.  The other change I would make is when to add the milk.  I would start by adding the broth to the flour first and then the milk, but that’s just me.	this has the potential to be a really great broccoli cheese soup . as is , it 's just o.k. to me it tasted like broccoli with cheese sauce . it was bland and seemed to be lacking something . i 'm thin king it 's the cooking process . it seems backwards . typically , milk products are added last because simmering can cause curdling , especially if simmered for a long period of time . it works out o.k. for this recipe because it 's so thick from the cheese that you do n't really notice . what i found odd was that half of the cooking time is dedicated to just simmering the milk with plain stock , absen t of any vegetables or seasonings of any kind . it 's only in the latter stage when you add the vegetables and those are only cooked just long enough until tender . onions , celery , and carrots are ess ential when it comes to adding flavor to any soup broth and it takes time to develop that flavor . i would suggest adding those 3 ingredients to the chicken broth at the beginning so they have more co ok time . the other change i would make is when to add the milk . i would start by adding the broth to the flour first and then the milk , but that 's just me .	1
I hate to leave a 2-star unfavorable review. However to be fair to those who want to try this in the future I want to give my opinion: it was bland and utterly tasteless. I was so disappointed that I didn't care how close it was to Panera's recipe -- I just wanted flavor! I ended up adding a tablespoon of garlic powder and 2 tablespoons of powdered chicken broth base (2 chicken bouillon cubes would work too) and this did the trick! We ended up with a very tasty soup for dinner and I will make this regularly throughout the winter WITH my additions. Good luck!	i hate to leave a 2 star unfavorable review . however to be fair to those who want to try this in the future i want to give my opinion : it was bland and utterly tasteless . i was so disappointed that i did n't care how close it was to panera 's recipe -- i just wanted flavor ! i ended up adding a tablespoon of garlic powder and 2 tablespoons of powdered chicken broth base -lrb- 2 chicken bouillon cubes woul d work too -rrb- and this did the trick ! we ended up with a very tasty soup for dinner and i will make this regularly throughout the winter with my additions . good luck !	1
The family loved this soup. The only changes I made was to thin the roux with chicken broth instead of milk and added the broth instead of milk. Then I added all the veggies and simmered it, then added the milk at the end. Wonderful soup!	the family loved this soup . the only changes i made was to thin the roux with chicken broth instead of milk and added the broth instead of milk . then i added all the veggies and simmered it , then adde d the milk at the end . wonderful soup !	1
I'm rating it 3 because I have to rate it. But for a suggestion since I've made the Panera copycat before. First is to blend the ingredients, minus the cheese, in a blender. Second, the secret ingredient is a pinch of nutmeg to the final product. And btw making a roux before adding the liquids gives it more depth.	i 'm rating it 3 because i have to rate it . but for a suggestion since i 've made the panera copycat before . first is to blend the ingredients , minus the cheese , in a blender . second , the secret ingredi ent is a pinch of nutmeg to the final product . and btw making a roux before adding the liquids gives it more depth .	1
